id,genealogy_id,name,gender,birth_year,death_year,bio,generation
cmpdy4wgl006z1op11vcsoua9,cmpdy4wee00031op1tn23k2yz,张红,F,1176,1242,,7
cmpdy4wgl006q1op17ejy9hjw,cmpdy4wee00031op1tn23k2yz,张红,F,1173,1248,,7
cmpdy4wgl00691op1f1kt3gdl,cmpdy4wee00031op1tn23k2yz,张超,M,1175,1237,,7
cmpdy4wgl006r1op1zb2uhs5x,cmpdy4wee00031op1tn23k2yz,张珍,F,1177,1248,,7
cmpdy4wgl005m1op15087snvu,cmpdy4wee00031op1tn23k2yz,张月,F,1171,1225,,7
cmpdy4wgl005t1op1ub6vpmcv,cmpdy4wee00031op1tn23k2yz,张云,F,1172,1232,,7
cmpdy4wgl006o1op1jh7w8vza,cmpdy4wee00031op1tn23k2yz,张青,F,1178,1237,,7
cmpdy4wgl006n1op1o6c26tlf,cmpdy4wee00031op1tn23k2yz,张丽,M,1178,1232,,7
cmpdy4wgl006h1op1i6471u8o,cmpdy4wee00031op1tn23k2yz,张明,M,1177,1234,,7
cmpdy4whb009s1op1fz7ko11l,cmpdy4wee00031op1tn23k2yz,张萍,F,1196,1276,,8
cmpdy4whb008v1op1rsqtiz39,cmpdy4wee00031op1tn23k2yz,张香,F,1204,1279,,8
cmpdy4whb00ak1op11mrp0tix,cmpdy4wee00031op1tn23k2yz,张杰,M,1195,1273,,8
cmpdy4whb00ah1op1amr3c54i,cmpdy4wee00031op1tn23k2yz,张燕,F,1199,1265,,8
cmpdy4whb00a91op1mo459hkm,cmpdy4wee00031op1tn23k2yz,张玉,F,1199,1264,,8
cmpdy4whb00a81op12v2qtdme,cmpdy4wee00031op1tn23k2yz,张红,F,1199,1274,,8
cmpdy4whb00a11op1kr2bhh0t,cmpdy4wee00031op1tn23k2yz,张磊,M,1204,1268,,8
cmpdy4whb009e1op1vawyf0i3,cmpdy4wee00031op1tn23k2yz,张磊,M,1201,1252,,8
cmpdy4whb00an1op17fqnhpvp,cmpdy4wee00031op1tn23k2yz,张凤,F,1197,1281,,8
cmpdy4whb009n1op10ispxz8c,cmpdy4wee00031op1tn23k2yz,张秀英,M,1202,1277,,8
cmpdy4whb00b91op125anlymt,cmpdy4wee00031op1tn23k2yz,张霞,M,1197,1249,,8
cmpdy4whb008t1op1ue4xsh73,cmpdy4wee00031op1tn23k2yz,张雪,F,1199,1279,,8
cmpdy4whb00b21op1nbu3w64o,cmpdy4wee00031op1tn23k2yz,张静,M,1197,1255,,8
cmpdy4whb00ar1op1uys7x8ml,cmpdy4wee00031op1tn23k2yz,张磊,M,1202,1280,,8
cmpdy4whb00af1op165tky7cf,cmpdy4wee00031op1tn23k2yz,张丽,M,1202,1252,,8
cmpdy4whb009o1op184gdctja,cmpdy4wee00031op1tn23k2yz,张英,F,1203,1283,,8
cmpdy4whb009x1op1j6rwothz,cmpdy4wee00031op1tn23k2yz,张杰,M,1198,1268,,8
cmpdy4whb00bg1op1e3fzrp43,cmpdy4wee00031op1tn23k2yz,张兰,F,1197,1258,,8
cmpdy4whb009a1op17mlnrnj9,cmpdy4wee00031op1tn23k2yz,张敏,M,1201,1261,,8
cmpdy4whb00931op1jd7mg50l,cmpdy4wee00031op1tn23k2yz,张燕,F,1200,1284,,8
cmpdy4whb00a31op11acxkm9i,cmpdy4wee00031op1tn23k2yz,张勇,M,1201,1271,,8
cmpdy4whb00951op1okw3r8xn,cmpdy4wee00031op1tn23k2yz,张艳,M,1195,1258,,8
cmpdy4whb00911op1u3xr6y71,cmpdy4wee00031op1tn23k2yz,张敏,M,1199,1283,,8
cmpdy4whb00b41op1bysr04sx,cmpdy4wee00031op1tn23k2yz,张翠,F,1201,1256,,8
cmpdy4whb00991op1swozv2vp,cmpdy4wee00031op1tn23k2yz,张强,M,1198,1250,,8
cmpdy4whb009h1op1x3b7ii08,cmpdy4wee00031op1tn23k2yz,张超,M,1203,1278,,8
cmpdy4whb00ag1op1qhx7bleo,cmpdy4wee00031op1tn23k2yz,张杰,M,1204,1254,,8
cmpdy4whb00ao1op1rt2mg113,cmpdy4wee00031op1tn23k2yz,张霞,M,1201,1269,,8
cmpdy4whb00b11op1dxxzber5,cmpdy4wee00031op1tn23k2yz,张荷,F,1204,1262,,8
cmpdy4whb00b31op1u9twk172,cmpdy4wee00031op1tn23k2yz,张超,M,1203,1270,,8
cmpdy4whb00bc1op1ido1tawf,cmpdy4wee00031op1tn23k2yz,张芳,M,1196,1256,,8
cmpdy4whb00bf1op1lvwcf6xd,cmpdy4wee00031op1tn23k2yz,张莹,F,1196,1266,,8
cmpdy4whb008x1op1vbbengg8,cmpdy4wee00031op1tn23k2yz,张丽,M,1199,1259,,8
cmpdy4whb009w1op1vifvpcfy,cmpdy4wee00031op1tn23k2yz,张雪,F,1201,1273,,8
cmpdy4whb00b61op115x4ui44,cmpdy4wee00031op1tn23k2yz,张伟,M,1203,1269,,8
cmpdy4whb00b51op1xe0iqkj6,cmpdy4wee00031op1tn23k2yz,张香,F,1195,1251,,8
cmpdy4whb00aq1op17jhb2xpq,cmpdy4wee00031op1tn23k2yz,张莹,F,1202,1279,,8
cmpdy4whb00a51op16be0434v,cmpdy4wee00031op1tn23k2yz,张勇,M,1200,1266,,8
cmpdy4whb008y1op1wnq1xwpw,cmpdy4wee00031op1tn23k2yz,张萍,F,1203,1287,,8
cmpdy4whb00bb1op1bvx7e7e8,cmpdy4wee00031op1tn23k2yz,张敏,M,1199,1261,,8
cmpdy4whb009f1op1jbd4ttif,cmpdy4wee00031op1tn23k2yz,张月,F,1196,1268,,8
cmpdy4whb009p1op1w67gkeqd,cmpdy4wee00031op1tn23k2yz,张霞,M,1201,1258,,8
cmpdy4whb00941op1klznj1kn,cmpdy4wee00031op1tn23k2yz,张平,M,1205,1270,,8
cmpdy4whb008w1op1vb5eq50m,cmpdy4wee00031op1tn23k2yz,张凤,F,1204,1278,,8
cmpdy4whb00a71op1akmrto3e,cmpdy4wee00031op1tn23k2yz,张英,F,1195,1271,,8
cmpdy4whb009u1op1bhzaazjf,cmpdy4wee00031op1tn23k2yz,张涛,M,1204,1277,,8
cmpdy4whb00ac1op1l7boxxrc,cmpdy4wee00031op1tn23k2yz,张芳,M,1197,1263,,8
cmpdy4whb009c1op1elzbx2ex,cmpdy4wee00031op1tn23k2yz,张芬,F,1203,1263,,8
cmpdy4whb00ax1op1b5kww04c,cmpdy4wee00031op1tn23k2yz,张莹,F,1199,1249,,8
cmpdy4whb009k1op1rgrgvye6,cmpdy4wee00031op1tn23k2yz,张梅,F,1201,1283,,8
cmpdy4whb00901op1s7os08t6,cmpdy4wee00031op1tn23k2yz,张英,F,1200,1272,,8
cmpdy4whb009d1op131vfmqbk,cmpdy4wee00031op1tn23k2yz,张英,F,1195,1275,,8
cmpdy4whb009y1op16xe1mm8v,cmpdy4wee00031op1tn23k2yz,张雪,F,1195,1269,,8
cmpdy4whb009b1op1otkmr9uf,cmpdy4wee00031op1tn23k2yz,张秀英,M,1202,1261,,8
cmpdy4whb00a61op1ik8hyykx,cmpdy4wee00031op1tn23k2yz,张强,M,1203,1280,,8
cmpdy4whb009g1op1xfayo00x,cmpdy4wee00031op1tn23k2yz,张珍,F,1200,1278,,8
cmpdy4whb009q1op1t2sal8hb,cmpdy4wee00031op1tn23k2yz,张芳,M,1204,1257,,8
cmpdy4whb00b01op1it4d4iu2,cmpdy4wee00031op1tn23k2yz,张勇,M,1202,1255,,8
cmpdy4whb009t1op11771v2w9,cmpdy4wee00031op1tn23k2yz,张菊,F,1196,1253,,8
cmpdy4whb00971op1fosaknit,cmpdy4wee00031op1tn23k2yz,张珍,F,1198,1262,,8
cmpdy4whb00aa1op11sn1jwx0,cmpdy4wee00031op1tn23k2yz,张兰,F,1195,1264,,8
cmpdy4whb00ae1op1q8mxxmbm,cmpdy4wee00031op1tn23k2yz,张秀英,M,1202,1252,,8
cmpdy4whb00961op18jw8yd7i,cmpdy4wee00031op1tn23k2yz,张燕,F,1205,1284,,8
cmpdy4whb00ai1op1etw2ya9j,cmpdy4wee00031op1tn23k2yz,张珍,F,1195,1269,,8
cmpdy4whb00921op18izz2n3n,cmpdy4wee00031op1tn23k2yz,张霞,M,1204,1277,,8
cmpdy4whb00aw1op11fopwy9u,cmpdy4wee00031op1tn23k2yz,张珍,F,1203,1255,,8
cmpdy4whb00ay1op14u4pedm9,cmpdy4wee00031op1tn23k2yz,张月,F,1196,1270,,8
cmpdy4whb00az1op11w441bbd,cmpdy4wee00031op1tn23k2yz,张燕,F,1198,1282,,8
cmpdy4whb00bd1op16wr7uddd,cmpdy4wee00031op1tn23k2yz,张军,M,1205,1267,,8
cmpdy4whb00b71op1lkinfiee,cmpdy4wee00031op1tn23k2yz,张萍,F,1199,1254,,8
cmpdy4whb00ba1op1lettjxt4,cmpdy4wee00031op1tn23k2yz,张月,F,1196,1247,,8
cmpdy4whb00as1op1dc673tu2,cmpdy4wee00031op1tn23k2yz,张杰,M,1203,1277,,8
cmpdy4whb00at1op1ci4nf08s,cmpdy4wee00031op1tn23k2yz,张莹,F,1203,1278,,8
cmpdy4whb009v1op1mqs692ka,cmpdy4wee00031op1tn23k2yz,张珍,F,1205,1273,,8
cmpdy4whb00ab1op15d882swi,cmpdy4wee00031op1tn23k2yz,张霞,M,1204,1283,,8
cmpdy4whb009m1op1tw81rjcy,cmpdy4wee00031op1tn23k2yz,张月,F,1202,1276,,8
cmpdy4whb00981op18r8gtini,cmpdy4wee00031op1tn23k2yz,张娜,M,1201,1271,,8
cmpdy4whb00a41op1tvvh9f4y,cmpdy4wee00031op1tn23k2yz,张青,F,1202,1260,,8
cmpdy4whb009i1op1dstmz8rz,cmpdy4wee00031op1tn23k2yz,张明,M,1202,1273,,8
cmpdy4whb00b81op1b2jbla3x,cmpdy4wee00031op1tn23k2yz,张月,F,1202,1282,,8
cmpdy4whb009r1op1mor222uy,cmpdy4wee00031op1tn23k2yz,张菊,F,1198,1248,,8
cmpdy4whb00am1op168prbwkg,cmpdy4wee00031op1tn23k2yz,张秀英,M,1196,1246,,8
cmpdy4whb008z1op1u9ds6jx6,cmpdy4wee00031op1tn23k2yz,张涛,M,1198,1264,,8
cmpdy4whb00al1op1shtp4uc0,cmpdy4wee00031op1tn23k2yz,张月,F,1198,1264,,8
cmpdy4whb00a21op19qn7popp,cmpdy4wee00031op1tn23k2yz,张芳,M,1199,1283,,8
cmpdy4whb00a01op1i9jqnp3n,cmpdy4wee00031op1tn23k2yz,张月,F,1199,1256,,8
cmpdy4whb008u1op1vni008zl,cmpdy4wee00031op1tn23k2yz,张荷,F,1202,1260,,8
cmpdy4whb009j1op1jovq6tuz,cmpdy4wee00031op1tn23k2yz,张丽,M,1203,1282,,8
cmpdy4whb00ad1op1jou1jmwn,cmpdy4wee00031op1tn23k2yz,张娜,M,1196,1273,,8
cmpdy4whb009l1op1h25i2tiq,cmpdy4wee00031op1tn23k2yz,张云,F,1202,1252,,8
